epoch,lr,train_loss,train_ce_loss,train_routing_loss,train_acc,val_loss,val_acc,train_router_entropy,val_router_entropy,epoch_time_s,peak_memory_gb
1,5e-05,4.703613288879395,4.703613288879395,0.0,1.2,4.674429683685303,0.8,0.0,0.0,1.2828669548034668,0.6442604064941406
2,0.0001,4.614937503814697,4.614937503814697,0.0,1.4000000000000001,4.560408199310303,2.4,0.0,0.0,1.2936768531799316,0.6442604064941406
3,0.00015,4.464066410064698,4.464066410064698,0.0,2.8000000000000003,4.397017581939697,4.9,0.0,0.0,1.2705373764038086,0.6442604064941406
4,0.0002,4.2710507888793945,4.2710507888793945,0.0,9.5,4.1847382850646975,12.5,0.0,0.0,1.3482017517089844,0.6442604064941406
5,0.00025,4.042853511810303,4.042853511810303,0.0,21.099999999999998,3.9337539081573487,23.1,0.0,0.0,1.3547945022583008,0.6442604064941406
6,0.0003,3.7823769569396974,3.7823769569396974,0.0,33.7,3.6534277305603027,37.7,0.0,0.0,1.2995295524597168,0.6442604064941406
7,0.00035,3.4972929706573486,3.4972929706573486,0.0,44.4,3.3532998046875,46.2,0.0,0.0,1.3306264877319336,0.6442604064941406
8,0.0004,3.1693603477478027,3.1693603477478027,0.0,52.6,3.0378115215301515,52.7,0.0,0.0,1.3191444873809814,0.6442604064941406
9,0.00045000000000000004,2.822095211029053,2.822095211029053,0.0,59.9,2.7157460899353025,56.39999999999999,0.0,0.0,1.3907999992370605,0.6442604064941406
10,0.0005,2.5020197772979738,2.5020197772979738,0.0,63.800000000000004,2.41105615234375,60.6,0.0,0.0,1.3680391311645508,0.6442604064941406
11,0.0004998477067547739,2.1780361309051512,2.1780361309051512,0.0,67.7,2.165264888763428,63.2,0.0,0.0,1.355921745300293,0.6442604064941406
12,0.0004993910125649561,1.9727894268035888,1.9727894268035888,0.0,71.3,1.9645756855010987,65.7,0.0,0.0,1.4022071361541748,0.6442604064941406
13,0.0004986304738420684,1.7954739418029786,1.7954739418029786,0.0,71.8,1.8089606914520264,65.8,0.0,0.0,1.3439218997955322,0.6442604064941406
14,0.0004975670171853926,1.5737142333984375,1.5737142333984375,0.0,73.4,1.687399598121643,66.60000000000001,0.0,0.0,1.335923194885254,0.6442604064941406
15,0.000496201938253052,1.4909295663833617,1.4909295663833617,0.0,74.8,1.589550721168518,67.5,0.0,0.0,1.3113024234771729,0.6442604064941406
16,0.0004945369001834514,1.4190901470184327,1.4190901470184327,0.0,74.9,1.5128920602798461,67.5,0.0,0.0,1.3292288780212402,0.6442604064941406
17,0.0004925739315689991,1.3829758892059325,1.3829758892059325,0.0,74.2,1.4520102529525756,67.7,0.0,0.0,1.2880456447601318,0.6442604064941406
18,0.0004903154239845797,1.2394693613052368,1.2394693613052368,0.0,76.8,1.4040857248306275,68.60000000000001,0.0,0.0,1.3264667987823486,0.6442604064941406
19,0.0004877641290737884,1.1890189819335937,1.1890189819335937,0.0,78.10000000000001,1.359808180809021,68.89999999999999,0.0,0.0,1.335247278213501,0.6442604064941406
20,0.0004849231551964771,1.1204405689239503,1.1204405689239503,0.0,78.60000000000001,1.3262824420928956,69.19999999999999,0.0,0.0,1.402040958404541,0.6442604064941406
21,0.00048179596364169685,1.1030270223617553,1.1030270223617553,0.0,78.8,1.2990208072662353,69.1,0.0,0.0,1.2766485214233398,0.6442604064941406
22,0.0004783863644106502,1.028244171142578,1.028244171142578,0.0,80.2,1.2737027502059937,68.7,0.0,0.0,1.4703633785247803,0.6442604064941406
23,0.00047469851157479177,0.9825721435546875,0.9825721435546875,0.0,81.69999999999999,1.254216752052307,68.60000000000001,0.0,0.0,1.3202824592590332,0.6442604064941406
24,0.00047073689821473173,0.9886346893310547,0.9886346893310547,0.0,82.19999999999999,1.2369536275863648,68.7,0.0,0.0,1.3002266883850098,0.6442604064941406
25,0.00046650635094610973,0.9709020586013793,0.9709020586013793,0.0,80.60000000000001,1.2175383071899415,69.0,0.0,0.0,1.2940244674682617,0.6442604064941406
26,0.00046201202403910646,0.9439458541870117,0.9439458541870117,0.0,82.0,1.2008114557266236,69.8,0.0,0.0,1.3336951732635498,0.6442604064941406
27,0.00045725939313876043,0.8424929285049438,0.8424929285049438,0.0,83.7,1.1908417844772339,69.89999999999999,0.0,0.0,1.389676570892334,0.6442604064941406
28,0.0004522542485937369,0.7924016385078431,0.7924016385078431,0.0,83.5,1.180774411201477,70.6,0.0,0.0,1.4654879570007324,0.6442604064941406
29,0.00044700268840168044,0.837012421131134,0.837012421131134,0.0,82.69999999999999,1.1710319709777832,70.6,0.0,0.0,1.3392632007598877,0.6442604064941406
30,0.0004415111107797445,0.8093276219367981,0.8093276219367981,0.0,82.69999999999999,1.1624179039001465,70.7,0.0,0.0,1.4151198863983154,0.6442604064941406
31,0.00043578620636934855,0.8019724888801575,0.8019724888801575,0.0,84.5,1.1493635110855103,71.3,0.0,0.0,1.3507673740386963,0.6442604064941406
32,0.0004298349500846628,0.7728630075454712,0.7728630075454712,0.0,85.1,1.144382369041443,70.8,0.0,0.0,1.474822998046875,0.6442604064941406
33,0.00042366459261474935,0.7259674420356751,0.7259674420356751,0.0,85.9,1.1400241241455078,70.8,0.0,0.0,1.3242292404174805,0.6442604064941406
34,0.0004172826515897146,0.752517005443573,0.752517005443573,0.0,84.0,1.1322896423339843,70.8,0.0,0.0,1.364095687866211,0.6442604064941406
35,0.0004106969024216348,0.7412591409683228,0.7412591409683228,0.0,85.7,1.126648314476013,71.2,0.0,0.0,1.4153876304626465,0.6442604064941406
