epoch,lr,train_loss,train_ce_loss,train_routing_loss,train_acc,val_loss,val_acc,train_router_entropy,val_router_entropy,epoch_time_s,peak_memory_gb
1,0.0001,5.224394654714933,5.224394654714933,0.0,1.4831294030404154,5.040924466451009,4.666666666666667,0.0,0.0,8.893001079559326,7.019688129425049
2,0.0002,4.786401846252374,4.786401846252374,0.0,10.938079347423063,4.409417304992676,23.5,0.0,0.0,8.224408388137817,7.019688129425049
3,0.0003,4.0453647135097,4.0453647135097,0.0,29.625509825732294,3.5393326727549237,41.16666666666667,0.0,0.0,8.30386734008789,7.019688129425049
4,0.0004,3.214133143999597,3.214133143999597,0.0,44.086021505376344,2.7109073797861734,53.5,0.0,0.0,8.293615818023682,7.019688129425049
5,0.0005,2.508625509918377,2.508625509918377,0.0,54.83870967741935,2.0730552037556964,63.16666666666667,0.0,0.0,8.24045205116272,7.019688129425049
6,0.0006,1.9545905793380596,1.9545905793380596,0.0,63.793103448275865,1.6287599643071493,67.33333333333333,0.0,0.0,8.291871070861816,7.019688129425049
7,0.0007,1.6031814762783085,1.6031814762783085,0.0,69.2436040044494,1.3331508080164591,72.0,0.0,0.0,8.408775329589844,7.019688129425049
8,0.0008,1.3322939931086624,1.3322939931086624,0.0,73.21097515758251,1.1344917503992717,74.16666666666667,0.0,0.0,8.431424617767334,7.019688129425049
9,0.0009000000000000001,1.1522917840761038,1.1522917840761038,0.0,76.71486837226547,1.0047228749593098,75.5,0.0,0.0,8.14821171760559,7.019688129425049
10,0.001,1.0185153852978326,1.0185153852978326,0.0,78.53170189098999,0.9326426823933919,76.5,0.0,0.0,8.161474227905273,7.019688129425049
11,0.0009996954135095479,0.8908469278281116,0.8908469278281116,0.0,81.23841305153874,0.8676563652356466,78.66666666666666,0.0,0.0,8.457602262496948,7.019688129425049
12,0.0009987820251299122,0.8017638238615843,0.8017638238615843,0.0,83.46310715609937,0.8295934804280599,78.66666666666666,0.0,0.0,8.300242185592651,7.019688129425049
13,0.0009972609476841367,0.7557302538138387,0.7557302538138387,0.0,83.81535038932147,0.8066772762934367,78.16666666666666,0.0,0.0,8.342300415039062,7.019688129425049
14,0.0009951340343707852,0.6839217970359754,0.6839217970359754,0.0,85.3911753800519,0.7829222583770752,79.83333333333333,0.0,0.0,8.205042600631714,7.019688129425049
15,0.000992403876506104,0.6350023016515908,0.6350023016515908,0.0,86.96700037078236,0.7745222194989523,80.0,0.0,0.0,8.340662240982056,7.019688129425049
16,0.0009890738003669028,0.6412797396519824,0.6412797396519824,0.0,86.91138301816834,0.7558979566891988,79.66666666666666,0.0,0.0,8.313354969024658,7.019688129425049
17,0.0009851478631379982,0.5743218712290438,0.5743218712290438,0.0,88.04226918798665,0.7427787971496582,79.83333333333333,0.0,0.0,8.254523754119873,7.019688129425049
18,0.0009806308479691594,0.5666927759144366,0.5666927759144366,0.0,88.00519095291064,0.7482162221272787,80.16666666666666,0.0,0.0,8.2047860622406,7.019688129425049
