epoch,lr,train_loss,train_ce_loss,train_routing_loss,train_acc,val_loss,val_acc,train_router_entropy,val_router_entropy,epoch_time_s,peak_memory_gb
1,5e-06,4.700285171508789,4.700285171508789,0.0,1.0,4.6859101409912105,1.0,0.0,0.0,3.5095043182373047,9.422573566436768
2,1e-05,4.624253890991211,4.624253890991211,0.0,1.7999999999999998,4.605060550689697,2.1,0.0,0.0,1.8807637691497803,9.424221515655518
3,1.5e-05,4.5088163871765135,4.5088163871765135,0.0,3.2,4.497880855560303,3.4000000000000004,0.0,0.0,1.9027187824249268,9.423428058624268
4,2e-05,4.3600742111206054,4.3600742111206054,0.0,7.6,4.358951190948487,7.9,0.0,0.0,1.8930227756500244,9.423428058624268
5,2.5e-05,4.135830097198486,4.135830097198486,0.0,17.9,4.171367202758789,15.1,0.0,0.0,1.8939826488494873,9.423428058624268
6,3e-05,3.8966445293426513,3.8966445293426513,0.0,29.7,3.920595708847046,25.7,0.0,0.0,1.9474377632141113,9.423428058624268
7,3.5e-05,3.548290050506592,3.548290050506592,0.0,46.0,3.627895505905151,33.4,0.0,0.0,1.870788812637329,9.423428058624268
8,4e-05,3.1915419998168946,3.1915419998168946,0.0,55.1,3.3266787185668947,42.199999999999996,0.0,0.0,1.9666309356689453,9.423428058624268
9,4.5e-05,2.8444975662231444,2.8444975662231444,0.0,63.4,3.022270992279053,48.8,0.0,0.0,1.9563727378845215,9.423428058624268
10,5e-05,2.493903326034546,2.493903326034546,0.0,69.0,2.762442876815796,53.2,0.0,0.0,1.9380316734313965,9.423428058624268
11,4.99847706754774e-05,2.137672616958618,2.137672616958618,0.0,77.2,2.5173623008728025,57.9,0.0,0.0,1.7951200008392334,9.423428058624268
12,4.993910125649561e-05,1.8692714805603028,1.8692714805603028,0.0,79.2,2.336733631134033,60.699999999999996,0.0,0.0,1.8488476276397705,9.423428058624268
13,4.9863047384206835e-05,1.6511731004714967,1.6511731004714967,0.0,82.39999999999999,2.185597406387329,62.1,0.0,0.0,1.877838134765625,9.423428058624268
14,4.975670171853926e-05,1.4882602558135987,1.4882602558135987,0.0,84.2,2.0807428092956544,62.9,0.0,0.0,1.8733153343200684,9.423428058624268
15,4.962019382530521e-05,1.345110104560852,1.345110104560852,0.0,83.89999999999999,1.9602285099029542,64.8,0.0,0.0,1.889953851699829,9.423428058624268
16,4.9453690018345144e-05,1.1762880306243897,1.1762880306243897,0.0,87.0,1.8871554584503174,63.7,0.0,0.0,1.8215587139129639,9.423428058624268
17,4.925739315689991e-05,1.0481163911819458,1.0481163911819458,0.0,89.4,1.8208025484085082,65.2,0.0,0.0,1.9417698383331299,9.423428058624268
18,4.9031542398457974e-05,0.9723627915382386,0.9723627915382386,0.0,89.4,1.7484536113739013,67.10000000000001,0.0,0.0,1.9309401512145996,9.423428058624268
19,4.877641290737884e-05,0.8593890361785889,0.8593890361785889,0.0,90.3,1.7082644081115723,65.7,0.0,0.0,1.9129254817962646,9.423428058624268
20,4.849231551964771e-05,0.7919751572608947,0.7919751572608947,0.0,91.5,1.668551999092102,66.0,0.0,0.0,1.8150737285614014,9.423428058624268
21,4.817959636416969e-05,0.7241150512695312,0.7241150512695312,0.0,91.5,1.6392121591567994,66.0,0.0,0.0,1.907069444656372,9.423428058624268
22,4.783863644106502e-05,0.668699095249176,0.668699095249176,0.0,92.60000000000001,1.6292618350982666,65.8,0.0,0.0,1.7903428077697754,9.423428058624268
23,4.7469851157479177e-05,0.6791295804977417,0.6791295804977417,0.0,90.8,1.6204290189743042,67.10000000000001,0.0,0.0,1.8025155067443848,9.423428058624268
